wavenumber,Absorbance
1209.00,0.0121
1208.00,0.0116
1207.00,0.0112
1206.00,0.0109
1205.00,0.0105
1204.00,0.0102
1203.00,0.0099
1202.00,0.0097
1201.00,0.0095
1200.00,0.0094
1199.00,0.0092
1198.00,0.0092
1197.00,0.0091
1196.00,0.0091
1195.00,0.0091
1194.00,0.0091
1193.00,0.0091
1192.00,0.0090
1191.00,0.0090
1190.00,0.0090
1189.00,0.0089
1188.00,0.0089
1187.00,0.0088
1186.00,0.0087
1185.00,0.0086
1184.00,0.0086
1183.00,0.0085
1182.00,0.0085
1181.00,0.0085
1180.00,0.0084
1179.00,0.0084
1178.00,0.0083
1177.00,0.0083
1176.00,0.0082
1175.00,0.0082
1174.00,0.0082
1173.00,0.0082
1172.00,0.0081
1171.00,0.0081
1170.00,0.0081
1169.00,0.0081
1168.00,0.0081
1167.00,0.0081
1166.00,0.0081
1165.00,0.0081
1164.00,0.0081
1163.00,0.0082
1162.00,0.0083
1161.00,0.0085
1160.00,0.0087
1159.00,0.0090
1158.00,0.0094
1157.00,0.0097
1156.00,0.0101
1155.00,0.0104
1154.00,0.0107
1153.00,0.0110
1152.00,0.0111
1151.00,0.0112
1150.00,0.0113
1149.00,0.0113
1148.00,0.0113
1147.00,0.0113
1146.00,0.0114
1145.00,0.0116
1144.00,0.0119
1143.00,0.0122
1142.00,0.0125
1141.00,0.0128
1140.00,0.0130
1139.00,0.0130
1138.00,0.0129
1137.00,0.0127
1136.00,0.0125
1135.00,0.0121
1134.00,0.0118
1133.00,0.0115
1132.00,0.0112
1131.00,0.0110
1130.00,0.0108
1129.00,0.0107
1128.00,0.0106
1127.00,0.0105
1126.00,0.0104
1125.00,0.0104
1124.00,0.0103
1123.00,0.0102
1122.00,0.0102
1121.00,0.0102
1120.00,0.0102
1119.00,0.0103
1118.00,0.0104
1117.00,0.0106
1116.00,0.0107
1115.00,0.0109
1114.00,0.0111
1113.00,0.0113
1112.00,0.0114
1111.00,0.0115
1110.00,0.0116
1109.00,0.0117
1108.00,0.0117
1107.00,0.0117
1106.00,0.0117
1105.00,0.0117
1104.00,0.0118
1103.00,0.0119
1102.00,0.0121
1101.00,0.0123
1100.00,0.0125
1099.00,0.0126
1098.00,0.0127
1097.00,0.0126
1096.00,0.0124
1095.00,0.0121
1094.00,0.0119
1093.00,0.0116
1092.00,0.0113
1091.00,0.0110
1090.00,0.0107
1089.00,0.0105
1088.00,0.0102
1087.00,0.0100
1086.00,0.0099
1085.00,0.0098
1084.00,0.0096
1083.00,0.0095
1082.00,0.0095
1081.00,0.0094
1080.00,0.0093
1079.00,0.0092
1078.00,0.0092
1077.00,0.0091
1076.00,0.0091
1075.00,0.0090
1074.00,0.0090
1073.00,0.0090
1072.00,0.0089
1071.00,0.0089
1070.00,0.0089
1069.00,0.0090
1068.00,0.0090
1067.00,0.0091
1066.00,0.0092
1065.00,0.0092
1064.00,0.0092
1063.00,0.0092
1062.00,0.0092
1061.00,0.0092
1060.00,0.0090
1059.00,0.0089
1058.00,0.0088
1057.00,0.0087
1056.00,0.0085
1055.00,0.0084
1054.00,0.0083
1053.00,0.0083
1052.00,0.0083
1051.00,0.0082
1050.00,0.0083
1049.00,0.0083
1048.00,0.0083
1047.00,0.0083
1046.00,0.0084
1045.00,0.0084
1044.00,0.0085
1043.00,0.0085
1042.00,0.0085
1041.00,0.0085
1040.00,0.0085
1039.00,0.0085
1038.00,0.0085
1037.00,0.0085
1036.00,0.0082
1035.00,0.0079
1034.00,0.0076
1033.00,0.0074
1032.00,0.0074
1031.00,0.0074
1030.00,0.0075
1029.00,0.0076
1028.00,0.0075
1027.00,0.0075
1026.00,0.0075
1025.00,0.0074
1024.00,0.0073
1023.00,0.0073
1022.00,0.0072
1021.00,0.0072
1020.00,0.0072
1019.00,0.0072
1018.00,0.0073
1017.00,0.0073
1016.00,0.0074
1015.00,0.0074
1014.00,0.0075
1013.00,0.0076
1012.00,0.0077
1011.00,0.0077
1010.00,0.0078
1009.00,0.0078
1008.00,0.0078
1007.00,0.0077
1006.00,0.0077
1005.00,0.0077
1004.00,0.0076
1003.00,0.0075
1002.00,0.0074
1001.00,0.0074
1000.00,0.0073
999.00,0.0073
998.00,0.0073
997.00,0.0072
996.00,0.0071
995.00,0.0071
994.00,0.0070
993.00,0.0070
992.00,0.0070
991.00,0.0071
990.00,0.0072
989.00,0.0073
988.00,0.0074
987.00,0.0075
986.00,0.0076
985.00,0.0077
984.00,0.0078
983.00,0.0079
982.00,0.0080
981.00,0.0081
980.00,0.0081
979.00,0.0081
978.00,0.0083
977.00,0.0084
976.00,0.0084
975.00,0.0085
974.00,0.0086
973.00,0.0087
972.00,0.0087
971.00,0.0086
970.00,0.0085
969.00,0.0084
968.00,0.0083
967.00,0.0081
966.00,0.0080
965.00,0.0078
964.00,0.0076
963.00,0.0075
962.00,0.0074
961.00,0.0074
960.00,0.0073
959.00,0.0073
958.00,0.0073
957.00,0.0073
956.00,0.0073
955.00,0.0074
954.00,0.0074
953.00,0.0075
952.00,0.0075
951.00,0.0076
950.00,0.0076
949.00,0.0077
948.00,0.0077
947.00,0.0078
946.00,0.0079
945.00,0.0080
944.00,0.0081
943.00,0.0083
942.00,0.0085
941.00,0.0088
940.00,0.0091
939.00,0.0093
938.00,0.0097
937.00,0.0100
936.00,0.0102
935.00,0.0103
934.00,0.0103
933.00,0.0102
932.00,0.0099
931.00,0.0095
930.00,0.0091
929.00,0.0088
928.00,0.0084
927.00,0.0081
926.00,0.0079
925.00,0.0076
924.00,0.0074
923.00,0.0073
922.00,0.0071
921.00,0.0070
920.00,0.0069
919.00,0.0068
918.00,0.0068
917.00,0.0068
916.00,0.0068
915.00,0.0068
914.00,0.0068
913.00,0.0068
912.00,0.0068
911.00,0.0069
910.00,0.0069
909.00,0.0070
908.00,0.0070
907.00,0.0069
906.00,0.0070
905.00,0.0070
904.00,0.0071
903.00,0.0071
902.00,0.0072
901.00,0.0073
900.00,0.0075
899.00,0.0077
898.00,0.0079
897.00,0.0081
896.00,0.0083
895.00,0.0083
894.00,0.0082
893.00,0.0080
892.00,0.0078
891.00,0.0077
890.00,0.0076
889.00,0.0075
888.00,0.0073
887.00,0.0071
886.00,0.0070
885.00,0.0070
884.00,0.0070
883.00,0.0070
882.00,0.0071
881.00,0.0072
880.00,0.0072
879.00,0.0073
878.00,0.0074
877.00,0.0075
876.00,0.0075
875.00,0.0075
874.00,0.0074
873.00,0.0073
872.00,0.0072
871.00,0.0071
870.00,0.0071
869.00,0.0071
868.00,0.0071
867.00,0.0070
866.00,0.0070
865.00,0.0070
864.00,0.0070
863.00,0.0069
862.00,0.0069
861.00,0.0069
860.00,0.0069
859.00,0.0068
858.00,0.0069
857.00,0.0069
856.00,0.0069
855.00,0.0068
854.00,0.0069
853.00,0.0069
852.00,0.0069
851.00,0.0069
850.00,0.0069
849.00,0.0069
848.00,0.0068
847.00,0.0068
846.00,0.0068
845.00,0.0068
844.00,0.0068
843.00,0.0068
842.00,0.0069
841.00,0.0069
840.00,0.0069
839.00,0.0069
838.00,0.0070
837.00,0.0070
836.00,0.0070
835.00,0.0070
834.00,0.0071
833.00,0.0072
832.00,0.0073
831.00,0.0072
830.00,0.0073
829.00,0.0073
828.00,0.0073
827.00,0.0073
826.00,0.0074
825.00,0.0075
824.00,0.0075
823.00,0.0075
822.00,0.0076
821.00,0.0076
820.00,0.0076
819.00,0.0076
818.00,0.0077
817.00,0.0077
816.00,0.0076
815.00,0.0076
814.00,0.0077
813.00,0.0077
812.00,0.0077
811.00,0.0077
810.00,0.0078
809.00,0.0078
808.00,0.0079
807.00,0.0079
806.00,0.0081
805.00,0.0082
804.00,0.0083
803.00,0.0084
802.00,0.0086
801.00,0.0088
800.00,0.0090
799.00,0.0092
798.00,0.0095
797.00,0.0099
796.00,0.0101
795.00,0.0104
794.00,0.0107
793.00,0.0110
792.00,0.0112
791.00,0.0114
790.00,0.0116
789.00,0.0118
788.00,0.0119
787.00,0.0119
786.00,0.0121
785.00,0.0121
784.00,0.0121
783.00,0.0122
782.00,0.0122
781.00,0.0123
780.00,0.0123
779.00,0.0123
778.00,0.0124
777.00,0.0125
776.00,0.0125
775.00,0.0126
774.00,0.0127
773.00,0.0128
772.00,0.0128
771.00,0.0127
770.00,0.0127
769.00,0.0127
768.00,0.0127
767.00,0.0127
766.00,0.0127
765.00,0.0128
764.00,0.0128
763.00,0.0127
762.00,0.0127
761.00,0.0127
760.00,0.0126
759.00,0.0126
758.00,0.0126
757.00,0.0127
756.00,0.0127
755.00,0.0128
754.00,0.0129
753.00,0.0130
752.00,0.0131
751.00,0.0132
750.00,0.0133
749.00,0.0135
748.00,0.0137
747.00,0.0138
746.00,0.0141
745.00,0.0143
744.00,0.0145
743.00,0.0147
742.00,0.0151
741.00,0.0154
740.00,0.0157
739.00,0.0160
738.00,0.0163
737.00,0.0167
736.00,0.0169
735.00,0.0172
734.00,0.0175
733.00,0.0178
732.00,0.0181
731.00,0.0184
730.00,0.0188
729.00,0.0192
728.00,0.0195
727.00,0.0199
726.00,0.0203
725.00,0.0208
724.00,0.0213
723.00,0.0218
722.00,0.0223
721.00,0.0228
720.00,0.0232
719.00,0.0236
718.00,0.0239
717.00,0.0242
716.00,0.0244
715.00,0.0244
714.00,0.0245
713.00,0.0245
712.00,0.0244
711.00,0.0243
710.00,0.0242
709.00,0.0240
708.00,0.0238
707.00,0.0235
706.00,0.0233
705.00,0.0231
704.00,0.0229
703.00,0.0227
702.00,0.0225
701.00,0.0223
700.00,0.0221
699.00,0.0219
698.00,0.0217
697.00,0.0216
696.00,0.0213
695.00,0.0210
694.00,0.0208
693.00,0.0206
692.00,0.0203
691.00,0.0201
690.00,0.0200
689.00,0.0199
688.00,0.0197
687.00,0.0196
686.00,0.0195
685.00,0.0195
684.00,0.0194
683.00,0.0193
682.00,0.0194
681.00,0.0194
680.00,0.0194
679.00,0.0194
678.00,0.0196
677.00,0.0197
676.00,0.0197
675.00,0.0197
674.00,0.0198
673.00,0.0197
672.00,0.0194
671.00,0.0188
670.00,0.0182
669.00,0.0174
668.00,0.0169
667.00,0.0174
666.00,0.0181
665.00,0.0187
664.00,0.0190
663.00,0.0191
662.00,0.0190
661.00,0.0189
660.00,0.0188
659.00,0.0187
658.00,0.0187
657.00,0.0188
656.00,0.0189
655.00,0.0190
654.00,0.0191
653.00,0.0193
652.00,0.0195
651.00,0.0198
650.00,0.0203
649.00,0.0208
648.00,0.0214
647.00,0.0220
646.00,0.0225
645.00,0.0230
644.00,0.0233
643.00,0.0234
642.00,0.0234
641.00,0.0233
640.00,0.0230
639.00,0.0227
638.00,0.0225
637.00,0.0222
636.00,0.0219
635.00,0.0217
634.00,0.0217
633.00,0.0217
632.00,0.0217
631.00,0.0218
630.00,0.0221
629.00,0.0223
628.00,0.0226
627.00,0.0229
626.00,0.0232
625.00,0.0235
624.00,0.0237
623.00,0.0239
622.00,0.0241
621.00,0.0243
620.00,0.0246
619.00,0.0247
618.00,0.0249
617.00,0.0251
616.00,0.0250
615.00,0.0249
614.00,0.0248
613.00,0.0247
612.00,0.0245
611.00,0.0243
610.00,0.0243
609.00,0.0243
608.00,0.0243
607.00,0.0244
606.00,0.0247
605.00,0.0251
604.00,0.0256
603.00,0.0262
602.00,0.0269
601.00,0.0275
600.00,0.0279
599.00,0.0283
598.00,0.0288
597.00,0.0292
596.00,0.0294
595.00,0.0295
594.00,0.0295
593.00,0.0293
592.00,0.0290
591.00,0.0285
590.00,0.0280
589.00,0.0275
588.00,0.0268
587.00,0.0260
586.00,0.0254
585.00,0.0249
584.00,0.0243
583.00,0.0237
582.00,0.0232
581.00,0.0228
580.00,0.0223
579.00,0.0218
578.00,0.0216
577.00,0.0214
576.00,0.0211
575.00,0.0209
574.00,0.0209
573.00,0.0209
572.00,0.0208
571.00,0.0207
570.00,0.0209
569.00,0.0212
568.00,0.0213
567.00,0.0213
566.00,0.0213
565.00,0.0212
564.00,0.0209
563.00,0.0206
562.00,0.0203
561.00,0.0201
560.00,0.0198
559.00,0.0195
558.00,0.0193
557.00,0.0190
556.00,0.0187
555.00,0.0184
554.00,0.0183
553.00,0.0182
552.00,0.0179
551.00,0.0177
550.00,0.0175
549.00,0.0174
548.00,0.0173
547.00,0.0171
546.00,0.0172
545.00,0.0173
544.00,0.0172
543.00,0.0171
542.00,0.0172
541.00,0.0174
540.00,0.0174
539.00,0.0174
538.00,0.0177
537.00,0.0179
536.00,0.0181
535.00,0.0181
534.00,0.0183
533.00,0.0184
532.00,0.0182
531.00,0.0180
530.00,0.0179
529.00,0.0177
528.00,0.0172
527.00,0.0168
526.00,0.0167
525.00,0.0168
524.00,0.0168
523.00,0.0167
522.00,0.0167
521.00,0.0167
520.00,0.0165
519.00,0.0162
518.00,0.0162
517.00,0.0161
516.00,0.0159
515.00,0.0158
514.00,0.0159
513.00,0.0160
512.00,0.0159
511.00,0.0156
510.00,0.0156
509.00,0.0155
508.00,0.0154
507.00,0.0154
506.00,0.0157
505.00,0.0161
504.00,0.0162
503.00,0.0163
502.00,0.0165
501.00,0.0168
500.00,0.0169
499.00,0.0170
498.00,0.0173
497.00,0.0175
496.00,0.0174
495.00,0.0172
494.00,0.0173
493.00,0.0173
492.00,0.0172
491.00,0.0170
490.00,0.0169
489.00,0.0167
488.00,0.0162
487.00,0.0158
486.00,0.0160
485.00,0.0163
484.00,0.0164
483.00,0.0163
482.00,0.0163
481.00,0.0162
480.00,0.0159
479.00,0.0157
478.00,0.0160
477.00,0.0164
476.00,0.0165
475.00,0.0164
474.00,0.0167
473.00,0.0169
472.00,0.0166
471.00,0.0164
470.00,0.0167
469.00,0.0171
468.00,0.0171
467.00,0.0170
466.00,0.0175
465.00,0.0180
464.00,0.0183
463.00,0.0186
462.00,0.0189
461.00,0.0191
460.00,0.0188
459.00,0.0189
458.00,0.0196
457.00,0.0200
456.00,0.0195
455.00,0.0189
454.00,0.0189
453.00,0.0191
452.00,0.0190
451.00,0.0189
450.00,0.0195
449.00,0.0201
448.00,0.0201
447.00,0.0201
446.00,0.0206
445.00,0.0213
444.00,0.0218
443.00,0.0225
442.00,0.0237
441.00,0.0246
440.00,0.0247
439.00,0.0244
438.00,0.0242
437.00,0.0236
436.00,0.0220
435.00,0.0204
434.00,0.0199
433.00,0.0200
432.00,0.0200
431.00,0.0198
430.00,0.0200
429.00,0.0201
428.00,0.0197
427.00,0.0194
426.00,0.0197
425.00,0.0199
424.00,0.0196
423.00,0.0194
422.00,0.0201
421.00,0.0204
420.00,0.0192
419.00,0.0177
418.00,0.0182
417.00,0.0194
416.00,0.0195
415.00,0.0191
414.00,0.0191
413.00,0.0188
412.00,0.0176
411.00,0.0166
410.00,0.0168
409.00,0.0173
408.00,0.0171
407.00,0.0172
406.00,0.0181
405.00,0.0187
404.00,0.0181
403.00,0.0177
402.00,0.0185
401.00,0.0191
400.00,0.0174
